순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
695,"대상㈜; K-캐릭터 ‘벌룬프렌즈’ 컬래버레이션 신제품 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 ‘2024 IP 라이선싱 빌드업’ 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 ‘벌룬프렌즈’를 최종 업체로 선정했다. 참신하면서도... ",2024-12-11,"http://www.beyondpost.co.kr/view.php?ud=20241211091243736946a9e4dd7f_30","http://www.beyondpost.co.kr/view.php?ud=20241211091243736946a9e4dd7f_30",Unknown,Y,Y,Y,N,N,N,Y
696,"대상; 아이라이킷 벌룬프렌즈 협업 키즈 간식 2종 출시","21개 IP개발사가 참여한 2024 IP 라이선싱 빌드업에서 벌룬프렌즈가 최종 선정됐다. 신제품은 벌룬프렌즈 우유핫도그와 알파벳 치킨너겟이다. 우유핫도그는 캐릭터 로우에서 영감을 얻은 미니 사이즈 제품으로 국내산... ",2024-12-11,"https://www.businessplus.kr/news/articleView.html?idxno=76523","https://www.businessplus.kr/news/articleView.html?idxno=76523",Unknown,Y,Y,Y,N,N,N,Y
697,"대상 집으로ON 아이라이킷; '벌룬프렌즈' 컬래버레이션 2종 출시","독창적이면서도 매력적인 국내 캐릭터를 찾기 위한 ‘2024 IP 라이선싱 빌드업’ 참가사 공고에는 총 21곳의 IP개발사가 참여했으며; 치열한 경쟁을 거쳐 지난 6월 ‘벌룬프렌즈’를 최종 업체로 선정했다. 아이라이킷과... ",2024-12-10,"https://n.news.naver.com/mnews/article/018/0005903600?sid=101","http://www.edaily.co.kr/news/newspath.asp?newsid=01977846639117536",네이버뉴스,Y,Y,Y,N,N,N,Y
698,"대상 집으로ON '아이라이킷'; '벌룬프렌즈' 협업 신제품 2종 출시","이번 협업은 지난해 대상㈜과 한국콘텐츠진흥원이 국내 잠재력 높은 캐릭터를 발굴 및 육성하기 위해 체결한 업무협약의 일환으로; '2024 IP 라이선싱 빌드업' 참가사 중 치열한 경쟁을 거쳐 '벌룬프렌즈'를 최종적으로... ",2024-12-11,"https://www.koreaittimes.com/news/articleView.html?idxno=136884","https://www.koreaittimes.com/news/articleView.html?idxno=136884",Unknown,Y,Y,Y,N,N,N,Y
699,"더 많은 노력; 특별한 팬덤·완성도…K-콘텐츠엔 K-DNA 있다","선보이는 IP 라이선싱 빌드업 △종사자와 기업 대상 콘텐츠 저작권 관련 법률 세미나 등 다양한 B2B 프로그램을 통해 우수한 국내 콘텐츠 IP에 대해 사업화 기회를 제공했다. 조현래 콘진원 원장은 “콘텐츠 IP 중심으로... ",2022-11-13,"https://www.ajunews.com/view/20221113105653724","https://www.ajunews.com/view/20221113105653724",Unknown,Y,Y,Y,N,N,N,N
700,"부산디지털자산거래소; 뽀로로 제작사 오콘과 디지털 자산 거래 협력 체...","오콘은 뽀로로; 디보; 버니공쥬 등 막강한 콘텐츠 IP를 보유하고 있으며 IP 라이선싱 빌드업 등을 통해 IP 상품화와 시장 조성을 추진하고 있다. 부산디지털자산거래소는 오콘이 보유한 IP의 디지털 상품화와 거래를... ",2024-10-23,"https://n.news.naver.com/mnews/article/009/0005384183?sid=101","https://www.mk.co.kr/article/11148242",네이버뉴스,Y,Y,Y,N,N,N,N
701,"부산디지털자산거래소; '뽀로로 제작사' 오콘과 STO협력 맞손","특히 뽀로로; 디보; 버니공쥬 등 슈퍼 콘텐츠 IP를 발판으로 다양한 산업군 간 협력관계를 구축해온 오콘의 'IP 라이선싱 빌드업' 노하우와 함께; 블록체인 기반 기술; IT솔루션; 네트워크를 상호공유... ",2024-10-23,"https://n.news.naver.com/mnews/article/030/0003250304?sid=101","https://www.etnews.com/20241023000145",네이버뉴스,Y,Y,Y,N,N,N,N
702,"부산디지털자산거래소; '뽀로로 제작사' 오콘과 맞손","오콘은 향후 부산디지털자산거래소에 'IP 라이선싱 빌드업' 노하우와 함께; 블록체인 기반 기술; IT솔루션; 네트워크를 상호공유한다는 방침이다. 김상민 부산디지털자산거래소 대표는 &quot;STO 전문 거래소로서... ",2024-10-23,"https://it.chosun.com/news/articleView.html?idxno=2023092125508","https://it.chosun.com/news/articleView.html?idxno=2023092125508",Unknown,Y,Y,Y,N,N,N,N
703,"부산디지털자산거래소; '뽀로로' 만든 오콘과 업무협약","최근에는 ‘IP 라이선싱 빌드업’을 통해 중소 콘텐츠 기업과 여러 산업끼리 관계를 구축해 협업 콘텐츠 IP 제작·유통을 지원하고 있다. 오콘은 부산디지털자산거래소에 블록체인 기반 기술과 정보기술(IT) 솔루션... ",2024-10-23,"https://decenter.kr/NewsView/2DFOIUNU8Q","https://decenter.kr/NewsView/2DFOIUNU8Q",Unknown,Y,Y,Y,N,N,N,N
704,"'플레이인더박스' SNS 인기 캐릭터 와다다곰; CU와 특별한 디저트 콜라보...","'와다다곰'과 CU의 콜라보를 준비한 ㈜헬로우아폴로 진주영 대표는 '플래이인더박스'는 기존 굿즈오프라인 플랫폼 사업을 넘어 국내; 외 작가들의 IP 발굴 및 양성과 이를 활용한 라이선싱 비즈니스 및 IP 빌드업에... ",2024-10-18,"https://www.woodkorea.co.kr/news/articleView.html?idxno=81602","https://www.woodkorea.co.kr/news/articleView.html?idxno=81602",Unknown,Y,Y,Y,N,N,N,Y
705,"코레일유통; '안녕 자두야' 테마카페 선봬","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페와 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자 가운데 수원역 테마카페의 캐릭터로 (주)... ",2024-09-29,"http://www.chungnamilbo.co.kr/news/articleView.html?idxno=792262","http://www.chungnamilbo.co.kr/news/articleView.html?idxno=792262",Unknown,Y,Y,Y,Y,N,Y,Y
706,"'안녕 자두야'와 기차여행…코레일유통; 수원역에 테마카페 오픈","사측은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 중 아툰즈(대표 이진희)의 가족 애니메이션 '안녕... ",2024-09-27,"http://www.financialreview.co.kr/news/articleView.html?idxno=30877","http://www.financialreview.co.kr/news/articleView.html?idxno=30877",Unknown,Y,Y,Y,Y,N,Y,Y
707,"[오늘의 컬래버] 코레일유통X안녕 자두야·티웨이항공X웨이브·크리스피...","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로 (주)... ",2024-09-27,"http://www.financialreview.co.kr/news/articleView.html?idxno=30871","http://www.financialreview.co.kr/news/articleView.html?idxno=30871",Unknown,Y,Y,Y,Y,N,Y,Y
708,"코레일유통; '안녕 자두야'와 함께하는 기차여행 진행","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. ■ K-콘텐츠와 철도 모빌리티의 만남; 새로운 문화 공간... ",2024-09-27,"https://www.mhns.co.kr/news/articleView.html?idxno=700924","https://www.mhns.co.kr/news/articleView.html?idxno=700924",Unknown,Y,Y,Y,Y,N,N,Y
709,"코레일유통; 수원역 '트리핀' X '안녕 자두야' 콜라보 테마카페 오픈","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 콜라보할 국내 캐릭터 콘텐츠 기업을 모집했고; 가족 애니메이션 '안녕 자두야'가 최종 선정된 바 있다.... ",2024-09-27,"https://www.thepublic.kr/news/articleView.html?idxno=236467","https://www.thepublic.kr/news/articleView.html?idxno=236467",Unknown,Y,Y,Y,Y,N,Y,Y
710,"코레일유통; 수원역 '트리핀'에 테마카페 오픈… 콘텐츠 기업과 상생","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. ◆K-콘텐츠와 철도 모빌리티의 만남; 새로운 문화 공간... ",2024-09-27,"https://www.newscj.com/news/articleView.html?idxno=3183063","https://www.newscj.com/news/articleView.html?idxno=3183063",Unknown,Y,Y,Y,Y,N,Y,Y
711,"“안녕 자두야” 코레일유통; 수원역 ‘트리핀’에 테마카페 오픈","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. #K-콘텐츠와 철도 모빌리티의 만남; 새로운 문화 공간... ",2024-09-27,"https://ilyo.co.kr/?ac=article_view&entry_id=479573","https://ilyo.co.kr/?ac=article_view&entry_id=479573",Unknown,Y,Y,Y,Y,N,Y,Y
712,"코레일유통; 수원역 트리핀X안녕 자두야 컬래버 테마카페 선봬","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로... ",2024-09-27,"https://www.pressman.kr/news/articleView.html?idxno=84796","https://www.pressman.kr/news/articleView.html?idxno=84796",Unknown,Y,Y,Y,Y,N,Y,Y
713,"코레일유통; 수원역에 '안녕 자두야' 테마카페 오픈…콘텐츠 기업과 상...","코레일유통은 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로 아툰즈의... ",2024-09-27,"http://www.newsdream.kr/news/articleView.html?idxno=68437","http://www.newsdream.kr/news/articleView.html?idxno=68437",Unknown,Y,Y,Y,Y,N,Y,Y
714,"코레일유통; 수원역 '트리핀'에 테마카페 개장","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로 (주)... ",2024-09-27,"http://www.newsinside.kr/news/articleView.html?idxno=2740867","http://www.newsinside.kr/news/articleView.html?idxno=2740867",Unknown,Y,Y,Y,Y,N,Y,Y
715,"'안녕 자두야’와 함께하는 기차여행; 카페에서 신나는 시간","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. K-콘텐츠와 철도 모빌리티의 만남; 새로운 문화 공간... ",2024-09-27,"http://www.globalepic.co.kr/view.php?ud=20240927095454761948439a4874_29","http://www.globalepic.co.kr/view.php?ud=20240927095454761948439a4874_29",Unknown,Y,Y,Y,Y,N,N,Y
716,"코레일유통; 수원역 ‘트리핀’에 테마카페 오픈","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로 (주)... ",2024-09-27,"http://mcnews.co.kr/82333","http://mcnews.co.kr/82333",Unknown,Y,Y,Y,Y,N,Y,Y
717,"코레일유통; 수원역에 '안녕 자두야' 테마카페 오픈…'콘텐츠 기업과 상...","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로... ",2024-09-27,"http://www.asiaa.co.kr/news/articleView.html?idxno=187916","http://www.asiaa.co.kr/news/articleView.html?idxno=187916",Unknown,Y,Y,Y,Y,N,Y,Y
718,"코레일유통;수원역 '안녕 자두야' 카페 오픈...&quot;새 문화 공간·콘텐츠 기...","코레일유통은 먼저 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 함께 꾸밀 국내 캐릭터 콘텐츠 기업을 모집한바 있다. ■ K-콘텐츠와 철도 모빌리티의 만남; 새로운... ",2024-09-27,"https://www.startuptoday.co.kr/news/articleView.html?idxno=346395","https://www.startuptoday.co.kr/news/articleView.html?idxno=346395",스타트업투데이,Y,Y,Y,Y,N,N,Y
719,"기차역에 특별한 캐릭터가 있다…코레일유통; 콘텐츠 기업과 상생","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. ◆ K콘텐츠와 만난 철도 모빌리티 여러 지원자들 가운데... ",2024-09-27,"http://www.seoulwire.com/news/articleView.html?idxno=622272","http://www.seoulwire.com/news/articleView.html?idxno=622272",Unknown,Y,Y,Y,Y,N,N,Y
720,"코레일유통; '안녕 자두야'와 함께 기차여행‧카페에서 신나는 시간","앞서 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. K-콘텐츠와 철도 모빌리티의 만남; 새 문화공간 재창조 여러... ",2024-09-27,"https://www.insightkorea.co.kr/news/articleView.html?idxno=210840","https://www.insightkorea.co.kr/news/articleView.html?idxno=210840",Unknown,Y,Y,Y,Y,N,N,Y
721,"코레일유통 카페 트리핀 테마카페로…'안녕 자두야'와 협업","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로 (주)... ",2024-09-26,"https://n.news.naver.com/mnews/article/421/0007811374?sid=101","https://www.news1.kr/realestate/general/5552711",네이버뉴스,Y,Y,Y,Y,N,Y,Y
722,"'자두'와 기차여행 떠나요... '안녕 자두야' 테마카페 수원역 개장","코레일유통은 27일 &quot;지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다&quot;면서 &quot;여러 지원자들 가운데 수원역 테마카페의... ",2024-09-26,"https://n.news.naver.com/mnews/article/047/0002447182?sid=101","https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003066286&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news",네이버뉴스,Y,Y,Y,Y,N,Y,Y
723,"코레일유통; 수원역에 ‘안녕 자두야’ 테마카페 오픈","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 ‘2024 IP 라이선싱 빌드업’ 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 여러 지원자들 가운데 수원역 테마카페의 캐릭터로... ",2024-09-27,"http://www.lawissue.co.kr/view.php?ud=202409271002149322f4ab64559d_12","http://www.lawissue.co.kr/view.php?ud=202409271002149322f4ab64559d_12",Unknown,Y,Y,Y,Y,N,Y,Y
724,"코레일유통; 수원역 '트리핀'에 테마카페 오픈","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집했다. 그중 수원역 테마카페의 캐릭터로 (주)아툰즈의... ",2024-09-27,"http://www.economytalk.kr/news/articleView.html?idxno=264836","http://www.economytalk.kr/news/articleView.html?idxno=264836",Unknown,Y,Y,Y,Y,N,Y,Y
725,"코레일유통; 수원역 '트리핀'에 '안녕 자두야' 테마카페 선봬","코레일유통은 지난 5월 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램을 통해 수원역 카페를 컬래버 할 국내 캐릭터 콘텐츠 기업을 모집하고 지원자들 가운데 수원역 테마카페의 캐릭터로 아툰즈의 가족... ",2024-09-27,"https://www.meconomynews.com/news/articleView.html?idxno=101374","https://www.meconomynews.com/news/articleView.html?idxno=101374",시장경제신문,Y,Y,Y,Y,N,Y,Y
726,"[유통 단신] 세븐일레븐 PB; 착한 가격 헬시플레져 눈길 外","GS리테일; 중소 콘텐츠 기업 '캐릭터 IP' 지원사격…&quot;K-콘텐츠 성장 도모&quot; GS리테일이 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내... ",2024-07-26,"http://www.dailypop.kr/news/articleView.html?idxno=80119","http://www.dailypop.kr/news/articleView.html?idxno=80119",Unknown,Y,Y,Y,N,N,N,Y
727,"한자리 모인 뽀로로·로보카폴리","또한 플랫폼 기업과 중소 콘텐츠 기업이 연계한 '2021년 IP 라이선싱 빌드업 사업' 성과 발표회와 전시도 진행되며; 비즈니스 활성화를 위한 국내외 관련 기업의 비즈매칭 등이 진행됐다. 아울러 IP 라이선싱 분야... ",2021-11-29,"http://www.kbiznews.co.kr/news/articleView.html?idxno=89160","http://www.kbiznews.co.kr/news/articleView.html?idxno=89160",Unknown,Y,Y,Y,N,N,N,N
